c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-72937E31,165,15,Onitsha GRA,Anambra,Benjamin Ibrahim,2016-04-23,Verified
C-OF-O-930985D8,144,5,Uwani,Enugu,Blessing Ogunleye,2022-05-27,Verified
C-OF-O-7830F5E7,119,14,Victoria Island,Lagos,Joseph Abiola,2012-08-14,Verified
C-OF-O-9786476B,140,49,Amawbia,Anambra,Paul Obasanjo,2018-02-07,Verified
C-OF-O-287271E2,29,12,Surulere,Lagos,Philip Ibrahim,2021-06-03,Verified
C-OF-O-5D5F86ED,69,1,Amawbia,Anambra,Deborah Ibrahim,2021-11-05,Verified
C-OF-O-6F41C2AA,77,20,GRA,Enugu,Mark Ibrahim,2013-11-16,Verified
C-OF-O-2B0F7B7E,51,48,Nnewi,Anambra,Blessing Obasanjo,2022-07-07,Verified
C-OF-O-0BE56502,109,17,Nnewi,Anambra,Paul Adetokunbo,2018-08-29,Verified
C-OF-O-856B0669,199,40,Ikoyi,Lagos,Juliet Akinwale,2024-04-14,Verified
C-OF-O-1D2C5366,95,39,Victoria Island,Lagos,Patience Oshodi,2019-04-21,Verified
C-OF-O-A0CA696F,184,27,Amawbia,Anambra,Victoria Ekwueme,2016-09-15,Verified
C-OF-O-1ABCFE11,9,29,Victoria Island,Lagos,Simon Nnamani,2018-05-14,Verified
C-OF-O-D10D762F,102,2,Surulere,Lagos,Grace Adeyemi,2020-01-15,Verified
C-OF-O-5EDCE29A,90,14,Nnewi,Anambra,Grace Oshodi,2023-11-23,Verified
C-OF-O-AD08234F,42,50,Nnewi,Anambra,Charity Adeyemi,2012-05-09,Verified
C-OF-O-7512D0B0,99,15,Ikeja GRA,Lagos,Ruth Nnamani,2019-11-16,Verified
C-OF-O-B222CA38,137,8,Ikoyi,Lagos,Angela Oshodi,2015-11-08,Pledged as Collateral
C-OF-O-3593F5C2,36,45,Onitsha GRA,Anambra,Faith Obi,2021-08-12,Verified
C-OF-O-1D0B7257,185,26,Onitsha GRA,Anambra,Agnes Balogun,2020-07-31,Verified
C-OF-O-E54E10F1,164,6,New Haven,Enugu,Joy Oshodi,2018-10-28,Verified
C-OF-O-2CDF6E36,170,18,GRA,Enugu,Simon Adetokunbo,2011-10-01,Verified
C-OF-O-C5ADDABB,160,34,Ikeja GRA,Lagos,Agnes Olawale,2017-10-09,Verified
C-OF-O-41202B96,62,4,Nnewi,Anambra,Juliet Ojo,2022-09-18,Verified
C-OF-O-AD311375,190,17,Ikoyi,Lagos,Ruth Obi,2011-08-28,Verified
C-OF-O-41A2B4DF,45,11,Ikoyi,Lagos,Grace Oyekan,2022-10-10,Verified
C-OF-O-A2448E4C,84,42,Enugu-Ukwu,Anambra,Cornelius Ojo,2020-02-17,Verified
C-OF-O-B659EADC,149,36,Amawbia,Anambra,Simon Balogun,2024-06-04,Verified
C-OF-O-0CD7FA41,177,2,Surulere,Lagos,Benjamin Oshodi,2023-06-12,Verified
C-OF-O-439D2F17,94,30,Ikoyi,Lagos,Peace Oyekan,2014-10-09,Verified
C-OF-O-4E2A24AE,112,27,Trans-Ekulu,Enugu,Agnes Eze,2014-07-28,Verified
C-OF-O-C30128B2,107,17,Uwani,Enugu,Ruth Uche,2021-08-29,Verified
C-OF-O-DB574D84,70,22,Nnewi,Anambra,Ruth Adetokunbo,2017-09-14,Verified
C-OF-O-1943801A,35,29,Trans-Ekulu,Enugu,Faith Obasanjo,2016-01-14,Verified
C-OF-O-8D257CC2,134,44,New Haven,Enugu,Samuel Adeyemi,2013-02-20,Verified
C-OF-O-51918876,161,30,Nnewi,Anambra,Grace Ibrahim,2012-06-07,Verified
C-OF-O-E17B4E69,116,41,Nnewi,Anambra,Benjamin Ibrahim,2012-05-28,Verified
C-OF-O-64EBD22F,140,44,New Haven,Enugu,Comfort Ibrahim,2017-04-10,Verified
C-OF-O-DA6630C2,19,34,Onitsha GRA,Anambra,Patience Eze,2017-03-02,Verified
C-OF-O-CD7CB0DC,161,32,Trans-Ekulu,Enugu,Agnes Ojo,2016-06-11,Verified
C-OF-O-07E73F5E,192,48,GRA,Enugu,Mark Olawale,2014-12-14,Verified
C-OF-O-DA818A08,133,3,Nnewi,Anambra,Cornelius Olawale,2022-10-15,Verified
C-OF-O-B36FF0D0,128,18,New Haven,Enugu,Sarah Ogunleye,2021-05-30,Verified
C-OF-O-3EFEA2A8,2,32,Surulere,Lagos,Hope Okafor,2017-07-29,Verified
C-OF-O-3B640594,197,27,Ikeja GRA,Lagos,Mark Ogunleye,2011-06-30,Verified
C-OF-O-C2CC3FE6,181,4,Trans-Ekulu,Enugu,Cornelius Okonkwo,2018-02-19,Verified
C-OF-O-58A85735,133,21,Ikeja GRA,Lagos,Deborah Ibrahim,2019-04-02,Verified
C-OF-O-BD831BDA,195,8,GRA,Enugu,Michael Ogunleye,2014-07-05,Verified
C-OF-O-014E46FE,60,10,Victoria Island,Lagos,James Obi,2015-11-29,Verified
C-OF-O-001F33DF,106,35,Victoria Island,Lagos,Joshua Oyekan,2022-04-29,Verified
C-OF-O-8A41E14F,176,15,Surulere,Lagos,Benjamin Balogun,2017-06-03,Verified
C-OF-O-924D0E94,51,18,Trans-Ekulu,Enugu,Hope Eze,2020-05-21,Verified
C-OF-O-EE41FEF9,140,8,Enugu-Ukwu,Anambra,Agnes Okonkwo,2023-07-28,Verified
C-OF-O-50F2B7C0,151,31,Victoria Island,Lagos,Simon Oshodi,2014-05-12,Verified
C-OF-O-233AE6BA,177,36,Victoria Island,Lagos,Blessing Adeyemi,2011-02-02,Verified
C-OF-O-B9F813B4,183,9,Trans-Ekulu,Enugu,Joshua Okafor,2011-06-09,Verified
C-OF-O-453BED79,114,35,Ikoyi,Lagos,Mark Eze,2023-11-14,Verified
C-OF-O-943E8848,130,34,Ikeja GRA,Lagos,Victoria Ibrahim,2013-08-05,Verified
C-OF-O-F5F37464,89,5,Enugu-Ukwu,Anambra,James Chukwu,2024-03-09,Verified
C-OF-O-3B1AA009,199,37,Surulere,Lagos,Charity Abiola,2024-07-15,Verified
C-OF-O-3ACF62E6,142,39,Trans-Ekulu,Enugu,Emmanuel Okafor,2019-10-19,Verified
C-OF-O-5E03E824,134,47,Amawbia,Anambra,Peace Chukwu,2017-01-19,Verified
C-OF-O-0C1ACF2B,46,19,Trans-Ekulu,Enugu,Andrew Oyekan,2013-10-02,Verified
C-OF-O-21D17040,72,20,New Haven,Enugu,Agnes Obasanjo,2018-01-25,Verified
C-OF-O-9741FF91,112,42,Surulere,Lagos,Angela Adetokunbo,2019-05-16,Verified
C-OF-O-1217D4A7,38,38,Ikeja GRA,Lagos,Mary Chukwu,2016-07-28,Verified
C-OF-O-6B5D5469,18,12,Onitsha GRA,Anambra,Simon Okafor,2020-08-27,Verified
C-OF-O-2C1A9232,45,41,Trans-Ekulu,Enugu,Joseph Chukwu,2022-10-18,Verified
C-OF-O-F4ED4140,133,34,Ikeja GRA,Lagos,Simon Okonkwo,2012-06-29,Verified
C-OF-O-47617238,85,46,Ikoyi,Lagos,Joshua Ojo,2015-08-04,Verified
C-OF-O-8D774D92,71,10,Ikoyi,Lagos,Angela Nnamani,2021-08-07,Verified
C-OF-O-6412D13B,6,15,Enugu-Ukwu,Anambra,Michael Olawale,2019-04-25,Verified
C-OF-O-7287F8A4,50,9,Ikoyi,Lagos,Angela Oyekan,2024-04-09,Verified
C-OF-O-E50970EF,28,37,Enugu-Ukwu,Anambra,Benjamin Ekwueme,2022-04-09,Verified
C-OF-O-B2952A8B,36,12,Enugu-Ukwu,Anambra,Samuel Ogunleye,2015-04-01,Verified
C-OF-O-945E398B,66,40,Surulere,Lagos,Blessing Olawale,2016-07-21,Verified
C-OF-O-B5F1EFB2,18,23,Ikoyi,Lagos,Andrew Obi,2022-12-09,Verified
C-OF-O-E4E9ABD5,129,38,New Haven,Enugu,David Ibrahim,2018-07-07,Verified
C-OF-O-296358F5,52,34,Ikoyi,Lagos,Gloria Eze,2023-08-08,Verified
C-OF-O-069235B2,12,37,Ikoyi,Lagos,Joseph Chukwu,2013-06-12,Verified
C-OF-O-CE916558,199,16,Victoria Island,Lagos,Andrew Ekwueme,2017-04-08,Verified
C-OF-O-FEFB5DB5,9,14,Victoria Island,Lagos,Hope Oshodi,2024-05-21,Verified
C-OF-O-5D533AD7,179,23,Nnewi,Anambra,Peter Balogun,2013-02-11,Verified
C-OF-O-D2C31CDA,168,48,Onitsha GRA,Anambra,Samuel Oshodi,2021-09-08,Verified
C-OF-O-506207F7,74,14,GRA,Enugu,Grace Adeyemi,2017-08-26,Verified
C-OF-O-B4419F09,75,14,Ikoyi,Lagos,John Ogunleye,2013-09-30,Verified
C-OF-O-8214359D,197,30,GRA,Enugu,Paul Ogunleye,2021-12-01,Verified
C-OF-O-C6F4796A,14,42,Ikoyi,Lagos,Samuel Okonkwo,2014-05-02,Verified
C-OF-O-4DB420EA,190,3,Ikeja GRA,Lagos,Gloria Uche,2014-07-16,Verified
C-OF-O-6AD1908A,2,17,GRA,Enugu,Paul Akinwale,2014-08-10,Verified
C-OF-O-82B1DDBA,165,19,GRA,Enugu,Stephen Okafor,2017-08-29,Verified
C-OF-O-CFB6D076,28,24,Onitsha GRA,Anambra,Victoria Olawale,2013-06-30,Verified
C-OF-O-4D7E36B5,14,44,Onitsha GRA,Anambra,Nathaniel Balogun,2020-02-14,Verified
C-OF-O-ABBD5BEC,40,30,Ikeja GRA,Lagos,Patience Chukwu,2010-11-01,Verified
C-OF-O-B7F564C3,130,29,Trans-Ekulu,Enugu,Benjamin Oyekan,2022-02-27,Verified
C-OF-O-52B0CBCD,123,32,Enugu-Ukwu,Anambra,Charity Chukwu,2010-12-20,Verified
C-OF-O-C96B3D90,42,32,Uwani,Enugu,Daniel Akinwale,2010-11-25,Verified
C-OF-O-948EC018,195,48,Trans-Ekulu,Enugu,Joshua Akinwale,2014-02-07,Verified
C-OF-O-DB2CAFE8,160,31,Onitsha GRA,Anambra,Juliet Chukwu,2010-12-23,Verified
C-OF-O-BCAD5DCE,123,43,Uwani,Enugu,Daniel Akinwale,2024-08-04,Verified
C-OF-O-7A97BD30,147,29,Ikeja GRA,Lagos,Joy Ogunleye,2011-01-02,Verified
C-OF-O-51FEEE6E,73,1,Onitsha GRA,Anambra,Gabriel Ojo,2020-09-09,Verified
C-OF-O-96B98DDA,183,40,New Haven,Enugu,Elizabeth Akinwale,2022-10-13,Verified
C-OF-O-53C45B16,143,21,GRA,Enugu,Michael Oyekan,2016-10-16,Verified
C-OF-O-97CD7582,121,15,Enugu-Ukwu,Anambra,Sarah Okafor,2018-07-15,Verified
C-OF-O-D649F3E3,98,25,GRA,Enugu,Patience Oyekan,2023-07-21,Verified
C-OF-O-282C1CB4,58,37,Amawbia,Anambra,Victoria Akinwale,2020-04-29,Verified
C-OF-O-0E097979,15,36,Victoria Island,Lagos,Esther Uche,2022-11-03,Verified
C-OF-O-6355C4C1,22,19,Uwani,Enugu,Andrew Okafor,2015-08-31,Verified
C-OF-O-E75DCC26,9,21,Victoria Island,Lagos,Patience Balogun,2021-12-23,Verified
C-OF-O-4731BC76,190,26,GRA,Enugu,Stephen Abiola,2018-06-25,Verified
C-OF-O-75C73477,132,25,Enugu-Ukwu,Anambra,Elizabeth Oshodi,2024-05-06,Verified
C-OF-O-30198616,86,14,Trans-Ekulu,Enugu,Andrew Akinwale,2021-07-31,Verified
C-OF-O-55D2E61E,125,20,Victoria Island,Lagos,Patience Ojo,2022-12-09,Verified
C-OF-O-9E39BDB9,70,13,New Haven,Enugu,Deborah Okonkwo,2023-11-12,Verified
C-OF-O-DFCA92C5,55,24,Enugu-Ukwu,Anambra,James Chukwu,2014-03-01,Verified
C-OF-O-7E29E015,93,40,Trans-Ekulu,Enugu,Samuel Chukwu,2020-01-03,Verified
C-OF-O-232AB6AD,8,19,GRA,Enugu,Daniel Ojo,2022-08-26,Verified
C-OF-O-DE25F16C,190,39,Nnewi,Anambra,Victoria Uche,2016-03-13,Verified
C-OF-O-D7CB16FE,78,3,Ikoyi,Lagos,Benjamin Chukwu,2020-10-12,Verified
C-OF-O-16E32830,140,44,Onitsha GRA,Anambra,Charity Ibrahim,2016-11-04,Verified
C-OF-O-B35B91CF,147,27,Ikoyi,Lagos,Paul Olawale,2024-04-22,Verified
C-OF-O-042FA8DD,154,7,Onitsha GRA,Anambra,Paul Nnamani,2020-05-18,Verified
C-OF-O-B3AE1262,137,6,Victoria Island,Lagos,Patience Ojo,2024-02-26,Verified
C-OF-O-1DB51F8E,38,4,Trans-Ekulu,Enugu,Mark Ojo,2019-01-13,Verified
C-OF-O-67B4C057,59,25,GRA,Enugu,Stephen Uche,2011-11-16,Verified
C-OF-O-D4FDE951,193,28,New Haven,Enugu,Esther Ibrahim,2021-12-07,Verified
C-OF-O-9AD67643,104,46,Ikoyi,Lagos,Deborah Ibrahim,2023-10-14,Verified
C-OF-O-EA6E0E03,77,4,Uwani,Enugu,Samuel Adetokunbo,2011-04-11,Verified
C-OF-O-0CD09D3D,36,8,Enugu-Ukwu,Anambra,Esther Oshodi,2018-06-11,Verified
C-OF-O-6FCD1B48,186,20,Ikeja GRA,Lagos,Gloria Adeyemi,2024-09-23,Verified
C-OF-O-6FC10E4B,162,11,Victoria Island,Lagos,Cornelius Obasanjo,2020-08-25,Verified
C-OF-O-0BF42B8E,115,42,New Haven,Enugu,Daniel Ogunleye,2019-11-11,Verified
C-OF-O-4A1C1891,153,36,Ikeja GRA,Lagos,Simon Ibrahim,2011-08-22,Verified
C-OF-O-4660E95C,25,46,Victoria Island,Lagos,John Obasanjo,2017-01-29,Verified
C-OF-O-901EF9E2,105,9,Onitsha GRA,Anambra,John Abiola,2012-07-21,Verified
C-OF-O-6C7F7B03,125,8,Trans-Ekulu,Enugu,Angela Obasanjo,2019-10-28,Verified
C-OF-O-50E2016D,178,48,Ikoyi,Lagos,Samuel Eze,2016-04-18,Verified
C-OF-O-7D0DFB8F,23,24,Ikeja GRA,Lagos,Samuel Okonkwo,2017-10-31,Verified
C-OF-O-AC139F2F,154,21,New Haven,Enugu,Peace Uche,2016-07-23,Verified
C-OF-O-819A978F,107,25,Enugu-Ukwu,Anambra,Gloria Nnamani,2024-04-15,Verified
C-OF-O-CC04C2A8,78,27,Uwani,Enugu,Hope Balogun,2019-05-13,Verified
C-OF-O-99FEF81B,82,9,GRA,Enugu,Samuel Nnamani,2019-07-01,Verified
C-OF-O-5C186AF0,23,8,Ikeja GRA,Lagos,Ruth Akinwale,2020-10-22,Verified
C-OF-O-3E7FE8B8,185,10,Nnewi,Anambra,Charity Okafor,2013-03-04,Verified
C-OF-O-647F8BBA,137,43,Amawbia,Anambra,Emmanuel Ekwueme,2018-01-28,Verified
C-OF-O-754D4D2B,92,10,Uwani,Enugu,Nathaniel Obasanjo,2010-10-31,Verified
C-OF-O-72E6F1BB,63,27,GRA,Enugu,Peace Ojo,2020-02-17,Verified
C-OF-O-9A662813,13,40,Amawbia,Anambra,Peter Okonkwo,2012-06-20,Verified
C-OF-O-6ED0079B,57,33,Nnewi,Anambra,Gabriel Chukwu,2015-12-04,Verified
C-OF-O-C2A6ABB7,142,43,New Haven,Enugu,Deborah Akinwale,2022-07-03,Verified
C-OF-O-457DBF39,155,5,Onitsha GRA,Anambra,Charity Okonkwo,2019-05-05,Verified
C-OF-O-B07D4CEC,10,44,GRA,Enugu,Nathaniel Eze,2020-02-06,Verified
C-OF-O-7D544A4C,79,5,Ikeja GRA,Lagos,Joy Balogun,2021-04-29,Verified
C-OF-O-ECA02B72,13,10,Uwani,Enugu,Simon Okonkwo,2018-08-10,Verified
C-OF-O-E756C108,81,18,Amawbia,Anambra,Ruth Ojo,2011-02-05,Verified
C-OF-O-F319A666,90,29,Amawbia,Anambra,Patience Ogunleye,2016-03-09,Verified
C-OF-O-03E0DFE4,174,11,New Haven,Enugu,Esther Eze,2019-10-23,Verified
C-OF-O-D61B60AF,104,14,Onitsha GRA,Anambra,Elizabeth Oyekan,2020-09-19,Verified
C-OF-O-65E01306,97,5,Ikoyi,Lagos,Paul Okafor,2020-04-15,Verified
C-OF-O-46E8437B,22,21,Ikoyi,Lagos,Cornelius Adeyemi,2021-12-13,Verified
C-OF-O-94B72424,35,43,Nnewi,Anambra,Joseph Olawale,2018-05-17,Verified
C-OF-O-C730B860,97,27,GRA,Enugu,James Okonkwo,2021-01-03,Verified
C-OF-O-AADC62EB,24,28,GRA,Enugu,Emmanuel Obasanjo,2013-10-27,Verified
C-OF-O-685F6F5A,147,14,Nnewi,Anambra,Samuel Obasanjo,2011-09-15,Verified
C-OF-O-62F03A0C,19,18,Surulere,Lagos,Simon Eze,2018-04-01,Verified
C-OF-O-B7A921F3,198,8,Ikeja GRA,Lagos,Sarah Obi,2021-03-04,Verified
C-OF-O-607506CE,84,2,Uwani,Enugu,Samuel Ojo,2016-08-12,Verified
C-OF-O-EA17FC1A,197,31,New Haven,Enugu,Charity Nnamani,2016-07-11,Verified
C-OF-O-76FB37ED,167,28,Ikoyi,Lagos,Daniel Olawale,2021-05-25,Verified
C-OF-O-2CA66DA5,38,29,New Haven,Enugu,Michael Ibrahim,2019-12-24,Verified
C-OF-O-EFB9FF8B,21,7,New Haven,Enugu,Charity Oyekan,2017-10-01,Verified
C-OF-O-EB10F863,146,1,Ikoyi,Lagos,Patience Okonkwo,2014-05-05,Verified
C-OF-O-E6A0BC18,197,36,Victoria Island,Lagos,Joseph Okafor,2022-06-21,Under Dispute
C-OF-O-D340CCD9,178,47,Trans-Ekulu,Enugu,Sarah Nnamani,2020-10-26,Verified
C-OF-O-600E869B,116,2,Ikeja GRA,Lagos,Comfort Eze,2015-01-16,Verified
C-OF-O-A42FAA72,96,38,Enugu-Ukwu,Anambra,Emmanuel Adeyemi,2018-12-08,Verified
C-OF-O-B72C6C3D,153,27,New Haven,Enugu,Cornelius Ekwueme,2015-09-28,Verified
C-OF-O-D550219F,145,9,Amawbia,Anambra,Peter Balogun,2012-08-30,Verified
C-OF-O-8921DB58,104,12,Enugu-Ukwu,Anambra,Stephen Akinwale,2017-07-09,Verified
C-OF-O-2A6FEF2F,49,33,Victoria Island,Lagos,Stephen Chukwu,2015-03-15,Verified
C-OF-O-0A7FDD11,47,43,Ikoyi,Lagos,Angela Obasanjo,2021-02-26,Under Dispute
C-OF-O-D9C97A7F,27,44,Amawbia,Anambra,Agnes Adeyemi,2019-04-05,Verified
C-OF-O-D08EF004,2,48,Uwani,Enugu,Emmanuel Eze,2011-12-02,Verified
C-OF-O-0587E637,164,42,Trans-Ekulu,Enugu,Mark Abiola,2014-04-04,Verified
C-OF-O-F677EECF,93,38,Uwani,Enugu,Joshua Oshodi,2019-08-03,Verified
C-OF-O-26250088,74,16,Trans-Ekulu,Enugu,Grace Abiola,2022-09-29,Verified
C-OF-O-F444F977,153,42,Ikeja GRA,Lagos,Gloria Adeyemi,2011-07-22,Verified
C-OF-O-E8795E87,173,37,New Haven,Enugu,Victoria Obi,2024-08-09,Verified
C-OF-O-ACA9883F,110,34,Amawbia,Anambra,Andrew Oshodi,2021-02-03,Verified
C-OF-O-F2895683,19,8,Victoria Island,Lagos,Comfort Abiola,2016-12-26,Verified
C-OF-O-078AD1A4,136,25,Ikoyi,Lagos,David Obasanjo,2013-04-03,Verified
C-OF-O-F2E25ED7,104,42,Surulere,Lagos,Peace Balogun,2013-10-30,Verified
C-OF-O-550E5A56,124,16,Onitsha GRA,Anambra,Stephen Okafor,2022-05-22,Verified
C-OF-O-37D51E75,103,11,Nnewi,Anambra,Mary Akinwale,2018-08-18,Verified
C-OF-O-90A4CB4B,70,50,Amawbia,Anambra,Simon Obi,2016-01-04,Verified
C-OF-O-3CFA7B70,95,48,Surulere,Lagos,Stephen Ojo,2013-03-22,Verified
C-OF-O-E97FACC2,156,4,Trans-Ekulu,Enugu,Gabriel Oshodi,2017-10-09,Verified
C-OF-O-9430F8EA,84,50,Surulere,Lagos,Daniel Eze,2017-02-18,Verified
C-OF-O-87555692,90,15,Onitsha GRA,Anambra,Joshua Nnamani,2018-02-10,Verified
C-OF-O-4D3DAAE6,154,27,Surulere,Lagos,Paul Uche,2023-03-25,Verified
C-OF-O-D179AF35,69,5,GRA,Enugu,Deborah Balogun,2021-11-02,Verified
C-OF-O-243F76A4,156,3,Ikoyi,Lagos,Blessing Oshodi,2024-03-27,Verified
C-OF-O-AA63598E,159,33,Ikeja GRA,Lagos,Deborah Balogun,2014-11-22,Verified
C-OF-O-68BE544D,197,5,Onitsha GRA,Anambra,Joseph Okonkwo,2014-10-04,Verified
C-OF-O-48B652BA,41,36,Enugu-Ukwu,Anambra,Deborah Akinwale,2016-02-17,Verified
C-OF-O-D50F5F15,85,27,Victoria Island,Lagos,Stephen Ojo,2022-05-31,Verified
C-OF-O-442424D0,121,4,Surulere,Lagos,Philip Obi,2022-04-02,Verified
C-OF-O-A7413149,81,32,Trans-Ekulu,Enugu,Michael Oshodi,2017-08-01,Verified
C-OF-O-771BE06F,74,38,Ikeja GRA,Lagos,Comfort Eze,2014-08-21,Verified
C-OF-O-2A4D0658,76,14,Amawbia,Anambra,Blessing Okafor,2016-10-01,Verified
C-OF-O-FE4E3140,153,17,Surulere,Lagos,Stephen Obasanjo,2015-05-25,Verified
C-OF-O-64E181AE,82,31,Trans-Ekulu,Enugu,Joshua Ekwueme,2016-07-13,Verified
C-OF-O-D73B987B,56,30,Onitsha GRA,Anambra,Grace Uche,2021-07-17,Verified
C-OF-O-DC8E8AA9,104,31,Ikoyi,Lagos,Mary Balogun,2019-06-08,Verified
C-OF-O-F0DD928B,25,5,Enugu-Ukwu,Anambra,Paul Ogunleye,2015-11-17,Verified
C-OF-O-BAE7EF30,185,17,Victoria Island,Lagos,Juliet Olawale,2019-09-06,Verified
C-OF-O-15C283A7,136,29,GRA,Enugu,Nathaniel Obasanjo,2011-05-20,Verified
C-OF-O-375E1903,135,31,Nnewi,Anambra,Sarah Ibrahim,2017-08-09,Verified
C-OF-O-C967F6CF,112,41,Uwani,Enugu,Esther Okonkwo,2019-07-14,Verified
C-OF-O-55596B88,121,47,Amawbia,Anambra,Victoria Balogun,2024-01-13,Verified
C-OF-O-81AE2103,72,29,Victoria Island,Lagos,Gloria Uche,2016-01-14,Verified
C-OF-O-97E6C8BF,52,28,Enugu-Ukwu,Anambra,Peace Ogunleye,2023-08-19,Verified
C-OF-O-F8E16049,156,31,Amawbia,Anambra,James Oshodi,2011-06-02,Verified
C-OF-O-1B2FE761,192,9,Victoria Island,Lagos,Victoria Akinwale,2019-11-23,Verified
C-OF-O-A8E934B8,118,13,Uwani,Enugu,Andrew Okonkwo,2013-06-26,Verified
C-OF-O-D3F799A3,156,16,Amawbia,Anambra,Michael Adeyemi,2021-11-04,Verified
C-OF-O-360E7857,76,50,GRA,Enugu,Faith Uche,2019-08-30,Verified
C-OF-O-05F0AE32,20,20,GRA,Enugu,Mary Adetokunbo,2017-06-28,Verified
C-OF-O-4D254E17,94,11,Uwani,Enugu,Emmanuel Obasanjo,2022-05-22,Verified
C-OF-O-7F5DD76B,39,17,Nnewi,Anambra,Charity Oyekan,2011-09-11,Verified
C-OF-O-68027773,158,31,Nnewi,Anambra,Victoria Oshodi,2022-08-30,Verified
C-OF-O-8F7BD128,117,10,GRA,Enugu,Peace Obi,2015-04-26,Verified
C-OF-O-E4A9E039,118,12,New Haven,Enugu,Philip Abiola,2012-10-03,Verified
C-OF-O-7BEEB021,32,11,Onitsha GRA,Anambra,Benjamin Obi,2023-04-27,Verified
C-OF-O-37392E0B,3,28,Ikeja GRA,Lagos,Peace Nnamani,2014-08-03,Verified
C-OF-O-221C6028,146,45,New Haven,Enugu,John Adeyemi,2016-04-03,Verified
C-OF-O-E81CEDAB,91,33,Surulere,Lagos,Mark Obi,2019-05-09,Verified
C-OF-O-A3D5A23E,155,5,Surulere,Lagos,Joy Adeyemi,2012-10-03,Verified
C-OF-O-2E7A33DB,186,5,New Haven,Enugu,David Adeyemi,2024-06-10,Verified
C-OF-O-E130E81B,66,19,Ikeja GRA,Lagos,Simon Abiola,2013-01-17,Verified
C-OF-O-3DD6CB5E,71,26,Onitsha GRA,Anambra,Stephen Oshodi,2017-09-21,Verified
C-OF-O-CA6E0B0C,96,3,Nnewi,Anambra,Sarah Abiola,2020-08-14,Verified
C-OF-O-F4CBCDDB,66,7,Onitsha GRA,Anambra,Michael Ibrahim,2015-08-12,Verified
C-OF-O-19AB2E3A,6,6,Ikoyi,Lagos,Sarah Ogunleye,2021-02-23,Verified
C-OF-O-1C30BF4B,52,23,Surulere,Lagos,Philip Olawale,2017-10-15,Verified
C-OF-O-132BB68B,45,6,Surulere,Lagos,Deborah Eze,2014-02-27,Verified
C-OF-O-913C610B,156,2,Amawbia,Anambra,Esther Olawale,2013-02-22,Verified
C-OF-O-4BAF5277,94,41,Amawbia,Anambra,Grace Eze,2023-06-14,Verified
C-OF-O-D9F7772E,36,42,Victoria Island,Lagos,Angela Okonkwo,2011-10-15,Verified
C-OF-O-E9C195D7,177,25,Ikeja GRA,Lagos,David Okonkwo,2019-08-28,Verified
C-OF-O-27A80A53,54,39,New Haven,Enugu,Mark Adetokunbo,2016-10-19,Under Dispute
C-OF-O-C329E3CF,87,48,Ikoyi,Lagos,Stephen Okafor,2020-10-16,Verified
C-OF-O-6A8E64B1,68,32,Uwani,Enugu,Philip Adeyemi,2013-05-14,Verified
C-OF-O-6243A38F,34,6,GRA,Enugu,Juliet Obasanjo,2023-02-21,Verified
C-OF-O-AEE4B85A,136,7,New Haven,Enugu,Gloria Nnamani,2014-06-21,Verified
C-OF-O-D1950D72,157,19,Ikoyi,Lagos,Joseph Balogun,2016-07-25,Verified
C-OF-O-A1E911B8,156,48,Victoria Island,Lagos,Esther Balogun,2016-10-09,Verified
C-OF-O-528ED0E3,55,40,Ikoyi,Lagos,Simon Oshodi,2016-07-15,Verified
C-OF-O-DB6C6CFC,103,33,Nnewi,Anambra,Sarah Chukwu,2021-05-28,Verified
C-OF-O-B66D2BB7,8,7,Ikoyi,Lagos,Peter Adetokunbo,2015-02-26,Verified
C-OF-O-42B062EB,200,43,Nnewi,Anambra,Hope Okonkwo,2016-04-17,Verified
C-OF-O-045C71D2,149,50,Trans-Ekulu,Enugu,Simon Ogunleye,2024-03-01,Verified
C-OF-O-EEF780E8,90,5,Victoria Island,Lagos,Gloria Adetokunbo,2015-01-16,Verified
C-OF-O-983C53F4,184,30,GRA,Enugu,Joseph Chukwu,2014-01-17,Verified
C-OF-O-6427D117,105,8,Trans-Ekulu,Enugu,Deborah Obi,2018-11-10,Verified
C-OF-O-A1542761,3,43,Amawbia,Anambra,Grace Obi,2018-11-04,Verified
C-OF-O-30B18B3B,101,38,Trans-Ekulu,Enugu,Deborah Balogun,2020-10-01,Verified
C-OF-O-4E7A7E14,5,47,Ikoyi,Lagos,Sarah Ojo,2016-06-25,Verified
C-OF-O-9AC91ADB,176,3,Enugu-Ukwu,Anambra,Philip Adeyemi,2023-01-25,Verified
C-OF-O-A48DCF0F,5,4,Nnewi,Anambra,Hope Adetokunbo,2023-10-08,Verified
C-OF-O-3FD0AC7C,142,6,GRA,Enugu,Paul Chukwu,2012-03-27,Verified
C-OF-O-AA24B433,106,37,Trans-Ekulu,Enugu,Joy Akinwale,2020-05-12,Verified
C-OF-O-815F5758,180,20,Uwani,Enugu,Michael Oshodi,2013-10-20,Verified
C-OF-O-DB3C53EF,63,17,Victoria Island,Lagos,Elizabeth Abiola,2021-11-26,Verified
C-OF-O-DDAF2097,84,33,Trans-Ekulu,Enugu,Elizabeth Adeyemi,2016-04-01,Verified
C-OF-O-71076AE1,149,1,Surulere,Lagos,Faith Abiola,2011-03-14,Verified
